ISO3v10,Country,Continent,ElevationZone,UrbanRuralDesignation,Population1990,PercentofCountryPopulation1990,Population2000,PercentofCountryPopulation2000,Population2010,PercentofCountryPopulation2010,Population2100,PercentofCountryPopulation2100
TWN,Taiwan,Asia,Total National Population,Urban,17444794,88.9,18934242,88.1,0,89.2,21790206,88
THA,Thailand,Asia,10m LECZ: 1 km Cell Size,Rural,4721171,8.6,5428484,8.8,6104381,8.8,10959032,13.1
THA,Thailand,Asia,10m LECZ: 1 km Cell Size,Urban,8484136,15.5,10546680,17.2,12140144,17.5,17410558,20.9
THA,Thailand,Asia,10m LECZ: 90m Cell Size,Rural,4461304,8.2,5134402,8.4,5773683,8.3,10419475,12.5
THA,Thailand,Asia,10m LECZ: 90m Cell Size,Urban,8021011,14.7,10030233,16.3,11545669,16.6,16559352,19.9
THA,Thailand,Asia,Total National Population,Rural,39881076,73,43667316,71.1,49104307,70.6,56514776,67.8
THA,Thailand,Asia,Total National Population,Urban,14729062,27,17734760,28.9,20414248,29.4,26832060,32.2
TLS,Timor-Leste,Asia,10m LECZ: 1 km Cell Size,Rural,29149,4,27992,3.9,45105,3.9,14531,3.9
TLS,Timor-Leste,Asia,10m LECZ: 1 km Cell Size,Urban,2970,0.4,3314,0.5,5541,0.5,1706,0.5
TLS,Timor-Leste,Asia,10m LECZ: 90m Cell Size,Rural,18273,2.5,17774,2.5,28640,2.5,9211,2.5
TLS,Timor-Leste,Asia,10m LECZ: 90m Cell Size,Urban,2032,0.3,2275,0.3,3805,0.3,1171,0.3
TLS,Timor-Leste,Asia,Total National Population,Rural,644188,88.2,617350,86.6,994765,86.2,319487,86.7
TLS,Timor-Leste,Asia,Total National Population,Urban,86154,11.8,95125,13.4,159069,13.8,49092,13.3
TUR,Turkey,Asia,10m LECZ: 1 km Cell Size,Rural,558831,1,619414,0.9,650608,0.9,784774,0.9
TUR,Turkey,Asia,10m LECZ: 1 km Cell Size,Urban,1158085,2,1567712,2.3,1734837,2.4,2208458,2.5
TUR,Turkey,Asia,10m LECZ: 90m Cell Size,Rural,540995,0.9,638242,0.9,670385,0.9,1109993,1.3
TUR,Turkey,Asia,10m LECZ: 90m Cell Size,Urban,1087262,1.9,1513348,2.2,1674677,2.3,2278467,2.6
TUR,Turkey,Asia,Total National Population,Rural,27625654,48.4,27711150,40.8,29106740,39.5,30263512,34.4
TUR,Turkey,Asia,Total National Population,Urban,29489212,51.6,40242804,59.2,44532856,60.5,57696044,65.6
ARE,United Arab Emirates,Asia,10m LECZ: 1 km Cell Size,Rural,25781,1.4,46320,1.4,108877,1.4,119186,1.6
ARE,United Arab Emirates,Asia,10m LECZ: 1 km Cell Size,Urban,404443,21.8,710556,22,1752605,22.2,1855126,24.3
ARE,United Arab Emirates,Asia,10m LECZ: 90m Cell Size,Rural,35004,1.9,62138,1.9,146057,1.9,157942,2.1
ARE,United Arab Emirates,Asia,10m LECZ: 90m Cell Size,Urban,358518,19.3,629645,19.5,1553036,19.7,1653695,21.6
ARE,United Arab Emirates,Asia,Total National Population,Rural,295691,15.9,533267,16.5,1253462,15.9,1088178,14.2
ARE,United Arab Emirates,Asia,Total National Population,Urban,1559334,84.1,2691016,83.5,6637462,84.1,6551750,85.8
VNM,Viet Nam,Asia,10m LECZ: 1 km Cell Size,Rural,27645766,41.8,32850806,41.8,36603180,41.2,52631456,41.7
VNM,Viet Nam,Asia,10m LECZ: 1 km Cell Size,Urban,10496143,15.9,12472297,15.9,14751389,16.6,18533650,14.7
VNM,Viet Nam,Asia,10m LECZ: 90m Cell Size,Rural,27411262,41.4,32572146,41.4,36292690,40.9,52411916,41.5
VNM,Viet Nam,Asia,10m LECZ: 90m Cell Size,Urban,9991782,15.1,11872979,15.1,14042556,15.8,17654804,14
VNM,Viet Nam,Asia,Total National Population,Rural,51126584,77.3,60752464,77.3,67691898,76.2,98760712,78.3
VNM,Viet Nam,Asia,Total National Population,Urban,15013472,22.7,17840130,22.7,21100098,23.8,27441248,21.7
YEM,Yemen,Asia,10m LECZ: 1 km Cell Size,Rural,110519,0.9,161923,0.9,221573,0.9,2584939,1.6
YEM,Yemen,Asia,10m LECZ: 1 km Cell Size,Urban,141668,1.2,215257,1.2,310102,1.3,3896641,2.3
YEM,Yemen,Asia,10m LECZ: 90m Cell Size,Rural,136848,1.1,200337,1.1,274137,1.1,3421728,2.1
YEM,Yemen,Asia,10m LECZ: 90m Cell Size,Urban,142687,1.2,222426,1.2,320430,1.3,3659165,2.2
YEM,Yemen,Asia,Total National Population,Rural,9707870,80.4,13849650,77.3,18951589,76.4,134049176,80.5
YEM,Yemen,Asia,Total National Population,Urban,2359313,19.6,4059586,22.7,5848291,23.6,32503152,19.5
ASM,American Samoa,Australia,10m LECZ: 1 km Cell Size,Rural,4652,10.2,5473,9.7,6189,8.9,4681,9.7
ASM,American Samoa,Australia,10m LECZ: 1 km Cell Size,Urban,2888,6.3,3455,6.1,4334,6.2,2955,6.1
ASM,American Samoa,Australia,10m LECZ: 90m Cell Size,Rural,1342,2.9,1516,2.7,1714,2.5,1296,2.7
ASM,American Samoa,Australia,10m LECZ: 90m Cell Size,Urban,2466,5.4,3013,5.4,3779,5.4,2577,5.4
ASM,American Samoa,Australia,Total National Population,Rural,7971,17.4,8859,15.7,10019,14.4,7578,15.7
ASM,American Samoa,Australia,Total National Population,Urban,37843,82.6,47447,84.3,59524,85.6,40583,84.3
AUS,Australia,Australia,10m LECZ: 1 km Cell Size,Rural,330979,2,389566,2,449462,2,561739,2
AUS,Australia,Australia,10m LECZ: 1 km Cell Size,Urban,1648277,9.8,1900011,10,2271791,10,2591178,9.2
AUS,Australia,Australia,10m LECZ: 90m Cell Size,Rural,283877,1.7,335893,1.8,387536,1.7,517321,1.8
AUS,Australia,Australia,10m LECZ: 90m Cell Size,Urban,1649469,9.8,1903548,10,2276019,10.1,2574615,9.1
AUS,Australia,Australia,Total National Population,Rural,3855013,22.9,4412731,23.2,5091179,22.5,9486482,33.6
AUS,Australia,Australia,Total National Population,Urban,13008325,77.1,14648288,76.8,17514553,77.5,18719988,66.4
COK,Cook Islands,Australia,10m LECZ: 1 km Cell Size,Rural,3577,21.4,3352,19.2,3750,18.4,3066,18.9
COK,Cook Islands,Australia,10m LECZ: 1 km Cell Size,Urban,2533,15.1,2930,16.8,3535,17.3,2728,16.8
COK,Cook Islands,Australia,10m LECZ: 90m Cell Size,Rural,1511,9,1532,8.8,1714,8.4,1403,8.7
COK,Cook Islands,Australia,10m LECZ: 90m Cell Size,Urban,1180,7.1,1365,7.8,1647,8.1,1271,7.8
COK,Cook Islands,Australia,Total National Population,Rural,8160,48.8,7550,43.2,8448,41.4,6975,43
COK,Cook Islands,Australia,Total National Population,Urban,8573,51.2,9917,56.8,11966,58.6,9232,57
FJI,Fiji,Australia,10m LECZ: 1 km Cell Size,Rural,58030,8.1,66093,8.2,70668,8.1,34347,8.4
FJI,Fiji,Australia,10m LECZ: 1 km Cell Size,Urban,47470,6.6,54903,6.8,60568,7,27414,6.7
FJI,Fiji,Australia,10m LECZ: 90m Cell Size,Rural,35787,5,41130,5.1,43976,5.1,20979,5.1
FJI,Fiji,Australia,10m LECZ: 90m Cell Size,Urban,49854,6.9,57843,7.2,63810,7.3,28882,7.1
FJI,Fiji,Australia,Total National Population,Rural,528388,73.5,586315,72.8,626894,72.2,298271,73.2
FJI,Fiji,Australia,Total National Population,Urban,190212,26.5,218925,27.2,241512,27.8,109316,26.8
PYF,French Polynesia,Australia,10m LECZ: 1 km Cell Size,Rural,26441,13.8,31086,13.4,36826,13.5,28156,13.1
PYF,French Polynesia,Australia,10m LECZ: 1 km Cell Size,Urban,11327,5.9,14190,6.1,16683,6.1,13210,6.2
PYF,French Polynesia,Australia,10m LECZ: 90m Cell Size,Rural,19140,10,22484,9.7,26636,9.7,20245,9.4
PYF,French Polynesia,Australia,10m LECZ: 90m Cell Size,Urban,5317,2.8,6728,2.9,7910,2.9,6263,2.9
PYF,French Polynesia,Australia,Total National Population,Rural,92859,48.3,110409,47.6,130797,47.8,101037,47.2
PYF,French Polynesia,Australia,Total National Population,Urban,99284,51.7,121614,52.4,142980,52.2,113213,52.8
GUM,Guam,Australia,10m LECZ: 1 km Cell Size,Rural,2814,2.1,3265,2.1,3820,2.1,2317,2.1
GUM,Guam,Australia,10m LECZ: 1 km Cell Size,Urban,8918,6.7,10346,6.7,12130,6.7,7341,6.7
GUM,Guam,Australia,10m LECZ: 90m Cell Size,Rural,1693,1.3,1963,1.3,2297,1.3,1393,1.3
GUM,Guam,Australia,10m LECZ: 90m Cell Size,Urban,5729,4.3,6649,4.3,7796,4.3,4718,4.3
GUM,Guam,Australia,Total National Population,Rural,4226,3.2,4904,3.2,5737,3.2,3479,3.2
GUM,Guam,Australia,Total National Population,Urban,129647,96.8,150432,96.8,176374,96.8,106733,96.8
KIR,Kiribati,Australia,10m LECZ: 1 km Cell Size,Rural,57423,92.2,70753,91,91926,90.9,38054,91.6
KIR,Kiribati,Australia,10m LECZ: 1 km Cell Size,Urban,4315,6.9,6517,8.4,8525,8.4,3255,7.8
KIR,Kiribati,Australia,10m LECZ: 90m Cell Size,Rural,37089,59.6,45561,58.6,59195,58.6,24843,59.8
KIR,Kiribati,Australia,10m LECZ: 90m Cell Size,Urban,3462,5.6,5229,6.7,6840,6.8,2612,6.3
KIR,Kiribati,Australia,Total National Population,Rural,57961,93.1,71247,91.6,92568,91.6,38301,92.2
KIR,Kiribati,Australia,Total National Population,Urban,4315,6.9,6517,8.4,8525,8.4,3255,7.8
MHL,Marshall Islands,Australia,10m LECZ: 1 km Cell Size,Rural,47255,99.9,52138,100,54816,100,37892,99.9
MHL,Marshall Islands,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
MHL,Marshall Islands,Australia,10m LECZ: 90m Cell Size,Rural,37950,80.3,42047,80.6,44207,80.6,30370,80.1
MHL,Marshall Islands,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
MHL,Marshall Islands,Australia,Total National Population,Rural,47283,100,52138,100,54816,100,37916,100
MHL,Marshall Islands,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
FSM,Micronesia,Australia,10m LECZ: 1 km Cell Size,Rural,22879,23.9,25083,23.6,26262,23.5,21041,23.7
FSM,Micronesia,Australia,10m LECZ: 1 km Cell Size,Urban,11985,12.5,13281,12.5,13935,12.5,9423,10.6
FSM,Micronesia,Australia,10m LECZ: 90m Cell Size,Rural,11471,12,12418,11.7,13002,11.7,10096,11.4
FSM,Micronesia,Australia,10m LECZ: 90m Cell Size,Urban,7318,7.6,8044,7.6,8440,7.6,5930,6.7
FSM,Micronesia,Australia,Total National Population,Rural,37086,38.8,41166,38.7,43103,38.6,40819,46
FSM,Micronesia,Australia,Total National Population,Urban,58604,61.2,65227,61.3,68439,61.4,47933,54
NRU,Nauru,Australia,10m LECZ: 1 km Cell Size,Rural,3908,41.3,5035,41.3,4246,41.2,5011,41.3
NRU,Nauru,Australia,10m LECZ: 1 km Cell Size,Urban,1105,11.7,1424,11.7,1206,11.7,1417,11.7
NRU,Nauru,Australia,10m LECZ: 90m Cell Size,Rural,1009,10.7,1300,10.7,1096,10.6,1294,10.7
NRU,Nauru,Australia,10m LECZ: 90m Cell Size,Urban,523,5.5,674,5.5,571,5.5,671,5.5
NRU,Nauru,Australia,Total National Population,Rural,4317,45.6,5562,45.6,4690,45.5,5536,45.6
NRU,Nauru,Australia,Total National Population,Urban,5150,54.4,6634,54.4,5618,54.5,6603,54.4
NCL,New Caledonia,Australia,10m LECZ: 1 km Cell Size,Rural,23629,14.4,28921,14,35605,14,1042,15.2
NCL,New Caledonia,Australia,10m LECZ: 1 km Cell Size,Urban,21435,13.1,26578,12.8,32753,12.9,833,12.1
NCL,New Caledonia,Australia,10m LECZ: 90m Cell Size,Rural,18812,11.5,22891,11.1,28181,11.1,754,11
NCL,New Caledonia,Australia,10m LECZ: 90m Cell Size,Urban,30300,18.5,37984,18.4,46810,18.4,1191,17.3
NCL,New Caledonia,Australia,Total National Population,Rural,57628,35.1,70814,34.2,87181,34.2,2602,37.9
NCL,New Caledonia,Australia,Total National Population,Urban,106586,64.9,136028,65.8,167635,65.8,4265,62.1
NZL,New Zealand,Australia,10m LECZ: 1 km Cell Size,Rural,114131,3.4,127050,3.3,146285,3.3,225187,3.9
NZL,New Zealand,Australia,10m LECZ: 1 km Cell Size,Urban,392588,11.5,439219,11.5,510011,11.6,565616,9.9
NZL,New Zealand,Australia,10m LECZ: 90m Cell Size,Rural,88693,2.6,96739,2.5,111384,2.5,180124,3.1
NZL,New Zealand,Australia,10m LECZ: 90m Cell Size,Urban,353558,10.4,388389,10.2,450989,10.2,510834,8.9
NZL,New Zealand,Australia,Total National Population,Rural,705896,20.7,787932,20.7,907220,20.6,1681090,29.3
NZL,New Zealand,Australia,Total National Population,Urban,2696288,79.3,3020458,79.3,3507289,79.4,4055324,70.7
NIU,Niue,Australia,10m LECZ: 1 km Cell Size,Rural,119,6,96,6,85,6,85,6
NIU,Niue,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
NIU,Niue,Australia,10m LECZ: 90m Cell Size,Rural,27,1.4,22,1.4,20,1.4,19,1.4
NIU,Niue,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
NIU,Niue,Australia,Total National Population,Rural,1982,100,1608,100,1426,100,1411,100
NIU,Niue,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
MNP,Northern Mariana Islands,Australia,10m LECZ: 1 km Cell Size,Rural,4181,9.5,6574,9.5,5655,9.2,4664,9.5
MNP,Northern Mariana Islands,Australia,10m LECZ: 1 km Cell Size,Urban,16838,38.1,26460,38.1,23427,38.3,18774,38.1
MNP,Northern Mariana Islands,Australia,10m LECZ: 90m Cell Size,Rural,2842,6.4,4466,6.4,3841,6.3,3168,6.4
MNP,Northern Mariana Islands,Australia,10m LECZ: 90m Cell Size,Urban,10255,23.2,16116,23.2,14268,23.3,11434,23.2
MNP,Northern Mariana Islands,Australia,Total National Population,Rural,8868,20.1,13940,20.1,11992,19.6,9891,20.1
MNP,Northern Mariana Islands,Australia,Total National Population,Urban,35347,79.9,55550,79.9,49182,80.4,39413,79.9
PLW,Palau,Australia,10m LECZ: 1 km Cell Size,Rural,5622,36.9,6901,35.8,6883,33.4,11719,35.7
PLW,Palau,Australia,10m LECZ: 1 km Cell Size,Urban,2490,16.4,3176,16.5,3700,18,5414,16.5
PLW,Palau,Australia,10m LECZ: 90m Cell Size,Rural,1295,8.5,1563,8.1,1559,7.6,2657,8.1
PLW,Palau,Australia,10m LECZ: 90m Cell Size,Urban,622,4.1,808,4.2,942,4.6,1378,4.2
PLW,Palau,Australia,Total National Population,Rural,8908,58.5,10991,57,10961,53.2,18691,57
PLW,Palau,Australia,Total National Population,Urban,6319,41.5,8280,43,9648,46.8,14117,43
PNG,Papua New Guinea,Australia,10m LECZ: 1 km Cell Size,Rural,79775,1.9,102379,1.9,135938,1.9,184272,1.8
PNG,Papua New Guinea,Australia,10m LECZ: 1 km Cell Size,Urban,53408,1.3,71114,1.3,93156,1.3,123411,1.2
PNG,Papua New Guinea,Australia,10m LECZ: 90m Cell Size,Rural,58982,1.4,74685,1.4,99166,1.4,161314,1.6
PNG,Papua New Guinea,Australia,10m LECZ: 90m Cell Size,Urban,37811,0.9,45725,0.9,59897,0.9,92918,0.9
PNG,Papua New Guinea,Australia,Total National Population,Rural,3574393,87,4598017,86.9,6105207,87,8317299,83.1
PNG,Papua New Guinea,Australia,Total National Population,Urban,533895,13,693637,13.1,908622,13,1693469,16.9
PCN,Pitcairn Islands,Australia,10m LECZ: 1 km Cell Size,Rural,19,28.6,68,100,0,100,17,28.6
PCN,Pitcairn Islands,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
PCN,Pitcairn Islands,Australia,10m LECZ: 90m Cell Size,Rural,2,2.5,2,2.5,0,2.5,1,2.5
PCN,Pitcairn Islands,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
PCN,Pitcairn Islands,Australia,Total National Population,Rural,65,100,68,100,0,100,59,100
PCN,Pitcairn Islands,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
WSM,Samoa,Australia,10m LECZ: 1 km Cell Size,Rural,4720,2.9,5239,3,5536,3,4540,3
WSM,Samoa,Australia,10m LECZ: 1 km Cell Size,Urban,36434,22.8,40444,23,41767,22.7,34592,22.7
WSM,Samoa,Australia,10m LECZ: 90m Cell Size,Rural,1640,1,1791,1,1892,1,1548,1
WSM,Samoa,Australia,10m LECZ: 90m Cell Size,Urban,20206,12.6,22310,12.7,23040,12.5,19082,12.5
WSM,Samoa,Australia,Total National Population,Rural,74166,46.3,79616,45.2,84124,45.8,70018,45.9
WSM,Samoa,Australia,Total National Population,Urban,85941,53.7,96590,54.8,99750,54.2,82616,54.1
SLB,Solomon Islands,Australia,10m LECZ: 1 km Cell Size,Rural,23435,7.7,30821,7.6,41722,7.6,30797,7.4
SLB,Solomon Islands,Australia,10m LECZ: 1 km Cell Size,Urban,15228,5,22012,5.4,31491,5.7,25022,6
SLB,Solomon Islands,Australia,10m LECZ: 90m Cell Size,Rural,11805,3.9,15455,3.8,20921,3.8,15680,3.8
SLB,Solomon Islands,Australia,10m LECZ: 90m Cell Size,Urban,9240,3,13357,3.3,19108,3.5,15291,3.7
SLB,Solomon Islands,Australia,Total National Population,Rural,271634,88.7,354951,87.6,480492,87,359336,86.4
SLB,Solomon Islands,Australia,Total National Population,Urban,34709,11.3,50172,12.4,71775,13,56591,13.6
TKL,Tokelau,Australia,10m LECZ: 1 km Cell Size,Rural,1512,100,1398,100,1134,100,1264,100
TKL,Tokelau,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
TKL,Tokelau,Australia,10m LECZ: 90m Cell Size,Rural,771,51,713,51,578,51,645,51
TKL,Tokelau,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
TKL,Tokelau,Australia,Total National Population,Rural,1512,100,1398,100,1134,100,1264,100
TKL,Tokelau,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
TON,Tonga,Australia,10m LECZ: 1 km Cell Size,Rural,21684,23.2,22342,22.6,23533,22.5,19634,22.6
TON,Tonga,Australia,10m LECZ: 1 km Cell Size,Urban,20362,21.8,21883,22.1,23141,22.1,19194,22.1
TON,Tonga,Australia,10m LECZ: 90m Cell Size,Rural,10377,11.1,10762,10.9,11336,10.8,9453,10.9
TON,Tonga,Australia,10m LECZ: 90m Cell Size,Urban,11495,12.3,12353,12.5,13063,12.5,10835,12.5
TON,Tonga,Australia,Total National Population,Rural,49214,52.8,51669,52.2,54424,52.1,45362,52.2
TON,Tonga,Australia,Total National Population,Urban,44070,47.2,47361,47.8,50085,47.9,41542,47.8
TUV,Tuvalu,Australia,10m LECZ: 1 km Cell Size,Rural,7636,98.5,8737,100,9847,100,4317,98.9
TUV,Tuvalu,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
TUV,Tuvalu,Australia,10m LECZ: 90m Cell Size,Rural,5343,68.9,6511,74.5,7338,74.5,3252,74.5
TUV,Tuvalu,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
TUV,Tuvalu,Australia,Total National Population,Rural,7752,100,8737,100,9847,100,4364,100
TUV,Tuvalu,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
VUT,Vanuatu,Australia,10m LECZ: 1 km Cell Size,Rural,7143,4.9,8949,4.8,11658,4.7,7469,4.7
VUT,Vanuatu,Australia,10m LECZ: 1 km Cell Size,Urban,203,0.1,300,0.2,403,0.2,389,0.2
VUT,Vanuatu,Australia,10m LECZ: 90m Cell Size,Rural,2955,2,3831,2,4991,2,3276,2.1
VUT,Vanuatu,Australia,10m LECZ: 90m Cell Size,Urban,1948,1.3,2860,1.5,3847,1.6,3015,1.9
VUT,Vanuatu,Australia,Total National Population,Rural,116480,79.7,143771,76.8,187286,76.3,115102,72.9
VUT,Vanuatu,Australia,Total National Population,Urban,29597,20.3,43375,23.2,58333,23.7,42712,27.1
WLF,Wallis and Futuna,Australia,10m LECZ: 1 km Cell Size,Rural,8271,59.7,14984,100,13450,100,8040,59.7
WLF,Wallis and Futuna,Australia,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
WLF,Wallis and Futuna,Australia,10m LECZ: 90m Cell Size,Rural,1731,12.5,1872,12.5,1680,12.5,1683,12.5
WLF,Wallis and Futuna,Australia,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
WLF,Wallis and Futuna,Australia,Total National Population,Rural,13856,100,14984,100,13450,100,13470,100
WLF,Wallis and Futuna,Australia,Total National Population,Urban,0,0,0,0,0,0,0,0
ALB,Albania,Europe,10m LECZ: 1 km Cell Size,Rural,188776,5.8,180954,6,184571,5.7,198241,5.8
ALB,Albania,Europe,10m LECZ: 1 km Cell Size,Urban,109420,3.4,129499,4.3,143780,4.5,147627,4.3
ALB,Albania,Europe,10m LECZ: 90m Cell Size,Rural,204662,6.3,197322,6.5,201266,6.3,214400,6.3
ALB,Albania,Europe,10m LECZ: 90m Cell Size,Urban,120567,3.7,140099,4.6,155549,4.8,155113,4.6
ALB,Albania,Europe,Total National Population,Rural,2152553,65.9,1745837,57.5,1780727,55.4,1981325,58.3
ALB,Albania,Europe,Total National Population,Urban,1112698,34.1,1292703,42.5,1435261,44.6,1416659,41.7
BLR,Belarus,Europe,10m LECZ: 1 km Cell Size,Rural,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,10m LECZ: 1 km Cell Size,Urban,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,10m LECZ: 90m Cell Size,Rural,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,10m LECZ: 90m Cell Size,Urban,0,0,0,0,0,0,0,0
BLR,Belarus,Europe,Total National Population,Rural,4676662,45.6,4252562,42.4,3944521,41.3,1730358,32
BLR,Belarus,Europe,Total National Population,Urban,5589338,54.4,5776093,57.6,5614920,58.7,3668577,68
BEL,Belgium,Europe,10m LECZ: 1 km Cell Size,Rural,197891,2,203351,2,207855,1.9,198751,1.9
BEL,Belgium,Europe,10m LECZ: 1 km Cell Size,Urban,2088982,21,2133165,20.7,2237093,20.8,2087089,20
BEL,Belgium,Europe,10m LECZ: 90m Cell Size,Rural,185208,1.9,190583,1.9,194805,1.8,186066,1.8
BEL,Belgium,Europe,10m LECZ: 90m Cell Size,Urban,1932265,19.4,1973419,19.2,2069564,19.2,1930108,18.5
BEL,Belgium,Europe,Total National Population,Rural,1715961,17.2,1807353,17.5,1847388,17.2,1996211,19.1
BEL,Belgium,Europe,Total National Population,Urban,8247666,82.8,8492896,82.5,8906668,82.8,8441263,80.9
BIH,Bosnia,Europe,10m LECZ: 1 km Cell Size,Rural,295,0,251,0,242,0,87,0
BIH,Bosnia,Europe,10m LECZ: 1 km Cell Size,Urban,466,0,383,0,383,0,117,0
BIH,Bosnia,Europe,10m LECZ: 90m Cell Size,Rural,3059,0.1,2512,0.1,2422,0.1,769,0.1
BIH,Bosnia,Europe,10m LECZ: 90m Cell Size,Urban,2983,0.1,2449,0.1,2452,0.1,747,0.1
BIH,Bosnia,Europe,Total National Population,Rural,3095766,71.9,2693665,70,2597099,69.2,850463,70.5
BIH,Bosnia,Europe,Total National Population,Urban,1212429,28.1,1153457,30,1155129,30.8,356291,29.5
BGR,Bulgaria,Europe,10m LECZ: 1 km Cell Size,Rural,16243,0.2,14422,0.2,13188,0.2,12916,0.4
BGR,Bulgaria,Europe,10m LECZ: 1 km Cell Size,Urban,69498,0.8,69572,0.9,65916,0.9,46577,1.3
BGR,Bulgaria,Europe,10m LECZ: 90m Cell Size,Rural,19925,0.2,17893,0.2,16363,0.2,13189,0.4
BGR,Bulgaria,Europe,10m LECZ: 90m Cell Size,Urban,70173,0.8,69947,0.9,66271,0.9,43875,1.2
BGR,Bulgaria,Europe,Total National Population,Rural,4473076,51.3,3898653,48.8,3565256,47.9,1662315,46.9
BGR,Bulgaria,Europe,Total National Population,Urban,4243262,48.7,4096120,51.2,3880879,52.1,1880792,53.1
HRV,Croatia,Europe,10m LECZ: 1 km Cell Size,Rural,69101,1.5,72373,1.6,68220,1.6,30065,1.1
HRV,Croatia,Europe,10m LECZ: 1 km Cell Size,Urban,73662,1.6,73053,1.6,69966,1.6,29383,1.1
HRV,Croatia,Europe,10m LECZ: 90m Cell Size,Rural,56827,1.2,57840,1.3,54521,1.2,23825,0.9
HRV,Croatia,Europe,10m LECZ: 90m Cell Size,Urban,64753,1.4,63675,1.4,60984,1.4,24998,0.9
HRV,Croatia,Europe,Total National Population,Rural,2008777,43.3,2070967,44.8,1952129,44.4,997958,37.1
HRV,Croatia,Europe,Total National Population,Urban,2625760,56.7,2551229,55.2,2443431,55.6,1695530,62.9
DNK,Denmark,Europe,10m LECZ: 1 km Cell Size,Rural,491726,9.6,503792,9.4,516139,9.3,459675,9.1
DNK,Denmark,Europe,10m LECZ: 1 km Cell Size,Urban,915397,17.8,951055,17.8,1002155,18,902967,17.9
DNK,Denmark,Europe,10m LECZ: 90m Cell Size,Rural,452947,8.8,462768,8.7,474109,8.5,422504,8.4
DNK,Denmark,Europe,10m LECZ: 90m Cell Size,Urban,929937,18.1,967139,18.1,1019103,18.3,920904,18.2
DNK,Denmark,Europe,Total National Population,Rural,1707724,33.2,1752460,32.8,1795408,32.2,1620376,32.1
DNK,Denmark,Europe,Total National Population,Urban,3429686,66.8,3584588,67.2,3777186,67.8,3430596,67.9
EST,Estonia,Europe,10m LECZ: 1 km Cell Size,Rural,41944,2.6,36555,2.7,35839,2.7,12570,2.7
EST,Estonia,Europe,10m LECZ: 1 km Cell Size,Urban,148654,9.4,128532,9.4,126087,9.4,49585,10.5
EST,Estonia,Europe,10m LECZ: 90m Cell Size,Rural,30273,1.9,26468,1.9,25949,1.9,9249,2
EST,Estonia,Europe,10m LECZ: 90m Cell Size,Urban,113077,7.1,98954,7.2,97071,7.2,35377,7.5
EST,Estonia,Europe,Total National Population,Rural,467536,29.5,409935,30,401908,30,112056,23.8
EST,Estonia,Europe,Total National Population,Urban,1116405,70.5,956834,70,938629,70,358428,76.2
FRO,Faeroe Islands,Europe,10m LECZ: 1 km Cell Size,Rural,4019,8.5,3732,8.2,3932,8,3305,7.6
FRO,Faeroe Islands,Europe,10m LECZ: 1 km Cell Size,Urban,2127,4.5,2216,4.9,2426,5,2206,5.1
FRO,Faeroe Islands,Europe,10m LECZ: 90m Cell Size,Rural,2743,5.8,2601,5.7,2740,5.6,2422,5.6
FRO,Faeroe Islands,Europe,10m LECZ: 90m Cell Size,Urban,1215,2.6,1273,2.8,1393,2.9,1229,2.8
FRO,Faeroe Islands,Europe,Total National Population,Rural,27484,58,24895,54.6,26227,53.7,22569,51.8
FRO,Faeroe Islands,Europe,Total National Population,Urban,19887,42,20678,45.4,22636,46.3,21009,48.2
FIN,Finland,Europe,10m LECZ: 1 km Cell Size,Rural,52203,1,50849,1,52314,1,31770,0.8
FIN,Finland,Europe,10m LECZ: 1 km Cell Size,Urban,226381,4.5,235065,4.5,246565,4.6,169884,4.4
FIN,Finland,Europe,10m LECZ: 90m Cell Size,Rural,38903,0.8,37665,0.7,38749,0.7,22783,0.6
FIN,Finland,Europe,10m LECZ: 90m Cell Size,Urban,206672,4.2,211587,4.1,221938,4.1,151049,3.9
FIN,Finland,Europe,Total National Population,Rural,1957837,39.3,1871522,36.2,1925419,35.8,1195558,30.8
FIN,Finland,Europe,Total National Population,Urban,3021911,60.7,3298008,63.8,3459351,64.2,2688707,69.2
